movie,year,imdb,metascore,votes,certificate,showtime(mins),genre,summary
Ted 2,(2015),6.3,48,158131,R,115,Comedy            ,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.            "
Tomorrowland,(2015),6.5,60,157660,PG,130,"Action, Adventure, Family            ","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.            "
Black Mass,(2015),6.9,68,151546,R,123,"Biography, Crime, Drama            ","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.            "
The Witch,(2015),6.8,83,141265,R,92,"Horror, Mystery            ","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.            "
The Danish Girl,(2015),7.1,66,137966,R,119,"Biography, Drama, History            ",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.            
Fantastic Four,(2015),4.3,27,136017,PG-13,100,"Action, Adventure, Sci-Fi            ",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.            
Cinderella,(I) (2015),6.9,67,135416,PG,105,"Drama, Family, Fantasy            ","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.            "
Steve Jobs,(2015),7.2,82,134185,R,122,"Biography, Drama            ","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.            "
The Age of Adaline,(2015),7.2,51,132205,PG-13,112,"Drama, Fantasy, Romance            ","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.            "
Legend,(I) (2015),7.0,55,131686,R,132,"Biography, Crime, Drama            ",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.            
Star Wars: The Force Awakens,(2015),8.0,81,759610,PG-13,136,"Action, Adventure, Fantasy            ","Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.            "
Mad Max: Fury Road,(2015),8.1,90,744569,R,120,"Action, Adventure, Sci-Fi            ","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.            "
The Martian,(2015),8.0,80,643718,PG-13,144,"Adventure, Drama, Sci-Fi            ","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.            "
Avengers: Age of Ultron,(2015),7.4,66,612710,PG-13,141,"Action, Adventure, Sci-Fi            ","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.            "
The Revenant,(2015),8.0,76,583713,R,156,"Action, Adventure, Biography            ",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.            
Jurassic World,(2015),7.0,59,519304,PG-13,124,"Action, Adventure, Sci-Fi            ","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.            "
Inside Out,(I) (2015),8.2,94,506188,PG,95,"Animation, Adventure, Comedy            ","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.            "
Ant-Man,(2015),7.3,64,457780,PG-13,117,"Action, Adventure, Comedy            ","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.            "
The Hateful Eight,(2015),7.8,68,409321,R,187,"Crime, Drama, Mystery            ","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.            "
Spotlight,(I) (2015),8.1,93,342643,R,129,"Crime, Drama, History            ","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.            "
Spectre,(I) (2015),6.8,60,341468,PG-13,148,"Action, Adventure, Thriller            ","A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.            "
Furious 7,(2015),7.2,67,326629,PG-13,137,"Action, Crime, Thriller            ",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.            
Sicario,(2015),7.6,82,311333,R,121,"Action, Crime, Drama            ",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.            
Mission: Impossible - Rogue Nation,(2015),7.4,75,297244,PG-13,131,"Action, Adventure, Thriller            ","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.            "
Room,(I) (2015),8.2,86,292385,R,118,"Drama, Thriller            ","Held captive for years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.            "
The Big Short,(2015),7.8,81,291254,R,130,"Biography, Comedy, Drama            ",In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.            
Fifty Shades of Grey,(2015),4.1,46,270317,R,125,"Drama, Romance, Thriller            ","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.            "
Bridge of Spies,(2015),7.6,81,252425,PG-13,142,"Drama, History, Thriller            ","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.            "
The Hunger Games: Mockingjay - Part 2,(2015),6.6,65,238549,PG-13,137,"Action, Adventure, Sci-Fi            ",Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.            
The Man from U.N.C.L.E.,(2015),7.3,56,232142,PG-13,116,"Action, Adventure, Comedy            ","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.            "
Terminator Genisys,(2015),6.5,38,226894,PG-13,126,"Action, Adventure, Sci-Fi            ","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.            "
Spy,(2015),7.0,75,208171,R,119,"Action, Comedy, Crime            ","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.            "
Chappie,(2015),6.8,41,207970,R,120,"Action, Crime, Drama            ","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.            "
Creed,(2015),7.6,82,204477,PG-13,133,"Drama, Sport            ","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.            "
Southpaw,(2015),7.4,57,192619,R,124,"Drama, Sport            ","A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.            "
Insurgent,(2015),6.2,42,192428,PG-13,119,"Action, Adventure, Sci-Fi            ",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.            
Maze Runner: The Scorch Trials,(2015),6.3,43,192130,PG-13,131,"Action, Sci-Fi, Thriller            ","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.            "
Focus,(II) (2015),6.6,56,185569,R,105,"Comedy, Crime, Drama            ","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.            "
Minions,(2015),6.4,56,184887,PG,91,"Animation, Action, Adventure            ","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.            "
The Intern,(I) (2015),7.1,51,183917,PG-13,121,"Comedy, Drama            ","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.            "
San Andreas,(2015),6.1,43,183838,PG-13,114,"Action, Adventure, Drama            ","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.            "
Everest,(2015),7.1,64,175331,PG-13,121,"Action, Adventure, Biography            ","The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.            "
The Lobster,(2015),7.1,82,162459,R,119,"Comedy, Drama, Romance            ","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.            "
Jupiter Ascending,(2015),5.3,40,162267,PG-13,127,"Action, Adventure, Sci-Fi            ",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.            
Straight Outta Compton,(2015),7.9,72,160213,R,147,"Biography, Drama, History            ","The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.            "
Ted 2,(2015),6.3,48,158131,R,115,Comedy            ,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.            "
Tomorrowland,(2015),6.5,60,157660,PG,130,"Action, Adventure, Family            ","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.            "
Black Mass,(2015),6.9,68,151546,R,123,"Biography, Crime, Drama            ","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.            "
The Witch,(2015),6.8,83,141265,R,92,"Horror, Mystery            ","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.            "
The Danish Girl,(2015),7.1,66,137966,R,119,"Biography, Drama, History            ",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.            
Fantastic Four,(2015),4.3,27,136017,PG-13,100,"Action, Adventure, Sci-Fi            ",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.            
Cinderella,(I) (2015),6.9,67,135416,PG,105,"Drama, Family, Fantasy            ","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.            "
Steve Jobs,(2015),7.2,82,134185,R,122,"Biography, Drama            ","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.            "
The Age of Adaline,(2015),7.2,51,132205,PG-13,112,"Drama, Fantasy, Romance            ","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.            "
Legend,(I) (2015),7.0,55,131686,R,132,"Biography, Crime, Drama            ",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.            
Star Wars: The Force Awakens,(2015),8.0,81,759610,PG-13,136,"Action, Adventure, Fantasy            ","Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.            "
Mad Max: Fury Road,(2015),8.1,90,744569,R,120,"Action, Adventure, Sci-Fi            ","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.            "
The Martian,(2015),8.0,80,643718,PG-13,144,"Adventure, Drama, Sci-Fi            ","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.            "
Avengers: Age of Ultron,(2015),7.4,66,612710,PG-13,141,"Action, Adventure, Sci-Fi            ","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.            "
The Revenant,(2015),8.0,76,583713,R,156,"Action, Adventure, Biography            ",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.            
Jurassic World,(2015),7.0,59,519304,PG-13,124,"Action, Adventure, Sci-Fi            ","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.            "
Inside Out,(I) (2015),8.2,94,506188,PG,95,"Animation, Adventure, Comedy            ","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.            "
Ant-Man,(2015),7.3,64,457780,PG-13,117,"Action, Adventure, Comedy            ","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.            "
The Hateful Eight,(2015),7.8,68,409321,R,187,"Crime, Drama, Mystery            ","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.            "
Spotlight,(I) (2015),8.1,93,342643,R,129,"Crime, Drama, History            ","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.            "
Spectre,(I) (2015),6.8,60,341468,PG-13,148,"Action, Adventure, Thriller            ","A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.            "
Furious 7,(2015),7.2,67,326629,PG-13,137,"Action, Crime, Thriller            ",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.            
Sicario,(2015),7.6,82,311333,R,121,"Action, Crime, Drama            ",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.            
Mission: Impossible - Rogue Nation,(2015),7.4,75,297244,PG-13,131,"Action, Adventure, Thriller            ","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.            "
Room,(I) (2015),8.2,86,292385,R,118,"Drama, Thriller            ","Held captive for years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.            "
The Big Short,(2015),7.8,81,291254,R,130,"Biography, Comedy, Drama            ",In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.            
Fifty Shades of Grey,(2015),4.1,46,270317,R,125,"Drama, Romance, Thriller            ","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.            "
Bridge of Spies,(2015),7.6,81,252425,PG-13,142,"Drama, History, Thriller            ","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.            "
The Hunger Games: Mockingjay - Part 2,(2015),6.6,65,238549,PG-13,137,"Action, Adventure, Sci-Fi            ",Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.            
The Man from U.N.C.L.E.,(2015),7.3,56,232142,PG-13,116,"Action, Adventure, Comedy            ","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.            "
Terminator Genisys,(2015),6.5,38,226894,PG-13,126,"Action, Adventure, Sci-Fi            ","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.            "
Spy,(2015),7.0,75,208171,R,119,"Action, Comedy, Crime            ","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.            "
Chappie,(2015),6.8,41,207970,R,120,"Action, Crime, Drama            ","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.            "
Creed,(2015),7.6,82,204477,PG-13,133,"Drama, Sport            ","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.            "
Southpaw,(2015),7.4,57,192619,R,124,"Drama, Sport            ","A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.            "
Insurgent,(2015),6.2,42,192428,PG-13,119,"Action, Adventure, Sci-Fi            ",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.            
Maze Runner: The Scorch Trials,(2015),6.3,43,192130,PG-13,131,"Action, Sci-Fi, Thriller            ","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.            "
Focus,(II) (2015),6.6,56,185569,R,105,"Comedy, Crime, Drama            ","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.            "
Minions,(2015),6.4,56,184887,PG,91,"Animation, Action, Adventure            ","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.            "
The Intern,(I) (2015),7.1,51,183917,PG-13,121,"Comedy, Drama            ","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.            "
San Andreas,(2015),6.1,43,183838,PG-13,114,"Action, Adventure, Drama            ","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.            "
Everest,(2015),7.1,64,175331,PG-13,121,"Action, Adventure, Biography            ","The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.            "
The Lobster,(2015),7.1,82,162459,R,119,"Comedy, Drama, Romance            ","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.            "
Jupiter Ascending,(2015),5.3,40,162267,PG-13,127,"Action, Adventure, Sci-Fi            ",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.            
Straight Outta Compton,(2015),7.9,72,160213,R,147,"Biography, Drama, History            ","The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.            "
Ted 2,(2015),6.3,48,158131,R,115,Comedy            ,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.            "
Tomorrowland,(2015),6.5,60,157660,PG,130,"Action, Adventure, Family            ","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.            "
Black Mass,(2015),6.9,68,151546,R,123,"Biography, Crime, Drama            ","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.            "
The Witch,(2015),6.8,83,141265,R,92,"Horror, Mystery            ","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.            "
The Danish Girl,(2015),7.1,66,137966,R,119,"Biography, Drama, History            ",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.            
Fantastic Four,(2015),4.3,27,136017,PG-13,100,"Action, Adventure, Sci-Fi            ",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.            
Cinderella,(I) (2015),6.9,67,135416,PG,105,"Drama, Family, Fantasy            ","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.            "
Steve Jobs,(2015),7.2,82,134185,R,122,"Biography, Drama            ","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.            "
The Age of Adaline,(2015),7.2,51,132205,PG-13,112,"Drama, Fantasy, Romance            ","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.            "
Legend,(I) (2015),7.0,55,131686,R,132,"Biography, Crime, Drama            ",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.            
Star Wars: The Force Awakens,(2015),8.0,81,759610,PG-13,136,"Action, Adventure, Fantasy            ","Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.            "
Mad Max: Fury Road,(2015),8.1,90,744569,R,120,"Action, Adventure, Sci-Fi            ","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.            "
The Martian,(2015),8.0,80,643718,PG-13,144,"Adventure, Drama, Sci-Fi            ","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.            "
Avengers: Age of Ultron,(2015),7.4,66,612710,PG-13,141,"Action, Adventure, Sci-Fi            ","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.            "
The Revenant,(2015),8.0,76,583713,R,156,"Action, Adventure, Biography            ",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.            
Jurassic World,(2015),7.0,59,519304,PG-13,124,"Action, Adventure, Sci-Fi            ","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.            "
Inside Out,(I) (2015),8.2,94,506188,PG,95,"Animation, Adventure, Comedy            ","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.            "
Ant-Man,(2015),7.3,64,457780,PG-13,117,"Action, Adventure, Comedy            ","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.            "
The Hateful Eight,(2015),7.8,68,409321,R,187,"Crime, Drama, Mystery            ","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.            "
Spotlight,(I) (2015),8.1,93,342643,R,129,"Crime, Drama, History            ","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.            "
Spectre,(I) (2015),6.8,60,341468,PG-13,148,"Action, Adventure, Thriller            ","A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.            "
Furious 7,(2015),7.2,67,326629,PG-13,137,"Action, Crime, Thriller            ",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.            
Sicario,(2015),7.6,82,311333,R,121,"Action, Crime, Drama            ",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.            
Mission: Impossible - Rogue Nation,(2015),7.4,75,297244,PG-13,131,"Action, Adventure, Thriller            ","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.            "
Room,(I) (2015),8.2,86,292385,R,118,"Drama, Thriller            ","Held captive for years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.            "
The Big Short,(2015),7.8,81,291254,R,130,"Biography, Comedy, Drama            ",In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.            
Fifty Shades of Grey,(2015),4.1,46,270317,R,125,"Drama, Romance, Thriller            ","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.            "
Bridge of Spies,(2015),7.6,81,252425,PG-13,142,"Drama, History, Thriller            ","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.            "
The Hunger Games: Mockingjay - Part 2,(2015),6.6,65,238549,PG-13,137,"Action, Adventure, Sci-Fi            ",Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.            
The Man from U.N.C.L.E.,(2015),7.3,56,232142,PG-13,116,"Action, Adventure, Comedy            ","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.            "
Terminator Genisys,(2015),6.5,38,226894,PG-13,126,"Action, Adventure, Sci-Fi            ","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.            "
Spy,(2015),7.0,75,208171,R,119,"Action, Comedy, Crime            ","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.            "
Chappie,(2015),6.8,41,207970,R,120,"Action, Crime, Drama            ","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.            "
Creed,(2015),7.6,82,204477,PG-13,133,"Drama, Sport            ","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.            "
Southpaw,(2015),7.4,57,192619,R,124,"Drama, Sport            ","A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.            "
Insurgent,(2015),6.2,42,192428,PG-13,119,"Action, Adventure, Sci-Fi            ",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.            
Maze Runner: The Scorch Trials,(2015),6.3,43,192130,PG-13,131,"Action, Sci-Fi, Thriller            ","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.            "
Focus,(II) (2015),6.6,56,185569,R,105,"Comedy, Crime, Drama            ","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.            "
Minions,(2015),6.4,56,184887,PG,91,"Animation, Action, Adventure            ","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.            "
The Intern,(I) (2015),7.1,51,183917,PG-13,121,"Comedy, Drama            ","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.            "
San Andreas,(2015),6.1,43,183838,PG-13,114,"Action, Adventure, Drama            ","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.            "
Everest,(2015),7.1,64,175331,PG-13,121,"Action, Adventure, Biography            ","The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.            "
